순번,구,가맹점,주소,동
22411,서구,그레코,"대전광역시 서구 구봉로131번길 37, 1층 110호 (관저동,마치3)",관저동
6245,서구,그로리아 가구,"대전광역시 서구 정림동로7번길 22, 2층 (정림동,무지개종합시장)",정림동
14379,유성구,그로미아트미술교습소,"대전광역시 유성구 죽동로298번길 62, 101호 (죽동,우정빌)",죽동
5328,중구,그루,"대전광역시 중구 중앙로 지하 145, D-나-34호 (은행동)",은행동
13847,서구,그루밍펫,"대전광역시 서구 정림동로7번길 40, 1층 102호 (정림동)",정림동
10519,중구,그루브실용음악학원,"대전광역시 중구 동서대로1194번길 19, 2층 (태평동)",태평동
19128,유성구,그리고 꽃,"대전광역시 유성구 죽동로280번길 20, 1층 (죽동)",죽동
9896,유성구,그리고 시간,"대전광역시 유성구 동서대로5번길 21-16, 1층 (구암동)",구암동
5010,서구,그리고 지금,"대전광역시 서구 둔산남로179번길 32, 1층 (둔산동)",둔산동
10552,동구,그리고만드는미술교습소,"대전광역시 동구 동대전로248번길 13, 1층 103호 (가양동)",가양동
7611,동구,그리고미술교습소,"대전광역시 동구 성남로28번길 14, 2층 (성남동)",성남동
35465,유성구,그리고미술학원,"대전광역시 유성구 노은동로87번길 23, 5층 (노은동)",노은동
8273,대덕구,그리고브런치카페,"대전광역시 대덕구 계족로608번길 5, 1층 (법동)",법동
26491,서구,그리고썸PC방,"대전광역시 서구 청사서로 26, 지하층 101호 (월평동)",월평동
20469,서구,그리고아트네일,"대전광역시 서구 한밭대로570번길 40-13, 102호 (월평동,필안채)",월평동
31962,유성구,그리고찬,"대전광역시 유성구 테크노4로 137, 1층 114호(일부),115호 (관평동)",관평동
14609,중구,그리니쉬,대전광역시 중구 수침로55번길 7 (태평동),태평동
2153,대덕구,그리니티 꽃집,대전광역시 대덕구 덕암로 156-1 (상서동),상서동
38955,대덕구,그리닝플리워(grining flower),"대전광역시 대덕구 계족산로5번안길30, 103호 (법동)",법동
39578,동구,그리다,"대전광역시 동구 대전천동로 166, 709호 (가오동)",가오동
28041,서구,그리다,"대전광역시 서구 도산로 11, 108동 601호 (도마동,효성타운)",도마동
1574,서구,그리다 네일,"대전광역시 서구 관저남로 20, 1층 103호 (관저동)",관저동
22262,동구,그리다미술학원,"대전광역시 동구 은어송로 55, 602호 (가오동,그린타워)",가오동
20424,서구,그리다웨딩스튜디오,대전광역시 서구 월평서로 2 (월평동),월평동
17565,동구,그리다헤어,"대전광역시 동구 동구청로 67, 112동 1층 107호 (가오동,은어송마을1단지)",가오동
34820,중구,그리로,대전광역시 중구 목중로 60 (중촌동),중촌동
3161,동구,그리에이트 대전지사,"대전광역시 동구 태전로 2, 3층 (중동)",중동
11779,서구,그리즐리홈스쿨링(김정민개인과외),"대전광역시 서구 관저동로90번길 15, 105동 901호 (관저동,관저리슈빌)",관저동
5794,서구,그리피스 모텔,대전광역시 서구 용문로 49 (괴정동),괴정동
4510,서구,그리핀 입시 미술학원,"대전광역시 서구 계룡로509번길 37, 3층 (탄방동)",탄방동
33754,유성구,그린,"대전광역시 유성구 테크노4로 119,2층201호(관평동,리치스카이타워)",관평동
39818,서구,그린 과수원,"대전광역시 서구 도솔로175번길47, 101호 (도마동)",도마동
23476,서구,그린 브라우니,"대전광역시 서구 대덕대로317번길 20, 1층 136호 외 22호",월평동
5895,서구,그린 세탁,"대전광역시 서구 괴정로133번길 30, 1층 (용문동)",용문동
2268,중구,그린 세탁,대전광역시 중구 계백로1550번길 68 (유천동),유천동
2242,동구,그린 수예점,대전광역시 동구 중앙로204번길 16-1 (중동),중동
4346,대덕구,그린 씨드,"대전광역시 대덕구 비래서로61번길 56, 1층 (비래동)",비래동
6121,대덕구,그린 커튼 홈패션,대전광역시 대덕구 석봉로37번길 11 (석봉동),석봉동
2482,중구,그린24시 중촌점,"대전광역시 중구 대종로 674, 1층 (중촌동)",중촌동
3829,서구,그린24시변동점,"대전광역시 서구 도산로 183, 1층 (변동)",변동
28711,동구,그린LED,"대전광역시 동구 동대전로 319,1층(가양동)",가양동
13831,서구,그린골프연습장,대전광역시 서구 가장동 55 나르매@달리상가지하1-5호,가장동
14365,유성구,그린골프팩토리,대전광역시 유성구 자운로 11 (자운동),자운동
29217,중구,그린공예사 ,대전광역시 중구 대종로 671-1 (중촌동),중촌동
26854,유성구,그린공조,"대전광역시 유성구 유성대로783번길 59, 101호 (장대동)",장대동
30765,유성구,그린공조시스템,"대전광역시 유성구 진잠로42번길 30, 105동 1303호 (원내동,한아름아파트)",원내동
39066,서구,그린국제특허법률사무소,"대전광역시 서구 청사로 160,416호 (둔산2동, 태산시그마빌)",둔산동
36501,서구,그린그라스,"대전광역시 서구 도솔로 291, 1층 (괴정동)",괴정동
30520,서구,그린그린,"대전광역시 서구 용소로 43, 1층 (가수원동)",가수원동
32033,서구,그린기획,대전광역시 서구 계백로 1296-1 (정림동),정림동
37527,서구,그린나래 스터디센터,"대전광역시 서구 갈마로147번길 45-6, 102호 (갈마동)",갈마동
36262,서구,그린데이지 천연솝,"대전광역시 서구 관저동로73번길 5, 201호 (관저동)",관저동
37854,중구,그린딥,"대전광역시 중구 대종로452번길 30, 102호 (대흥동)",대흥동
32451,대덕구,그린떡집,대전광역시 대덕구 동춘당로23번길 51 (송촌동),송촌동
31048,중구,그린루프스,대전광역시 중구 문화로270번길 48 (문화동),문화동
37606,서구,그린루프스,"대전광역시 서구 신갈마로 176, 지하2층 103호 (갈마동)",갈마동
836,대덕구,그린모텔,대전광역시 대덕구 신탄진동로23번길 73 (신탄진동),신탄진동
20797,서구,그린몬스터,"대전광역시 서구 관저동로105번길 73, 1층 (관저동)",관저동
1647,유성구,그린문구,"대전광역시 유성구 구즉로 25, 상가 111호 (송강동,미도파)",송강동
35592,서구,그린밤비(green bambi),"대전광역시 서구 도안중로305번안길 59, 102호 (도안동)",도안동
38060,유성구,그린베이커리,"대전광역시 유성구 테크노4로 98-8, 1층 101호 (관평동,지상)",관평동
13800,서구,그린보석,대전광역시 서구 월평3동 284황실아파트상가140,월평동
31683,중구,그린부쉬,"대전광역시 중구 목척9길 28, 1층 B호 (은행동)",은행동
22598,동구,그린뷰헤어샵,"대전광역시 동구 한밭대로1237번길 52, 상가동 103호 (용전동,신동아아파트)",용전동
8959,대덕구,그린브라우니,대전광역시 대덕구 신탄진로218번길 37 (와동),와동
21651,동구,그린브라우니,"대전광역시 동구 대전로448번길 70, 1층 (가오동)",가오동
7835,서구,그린브라우니,"대전광역시 서구 대덕대로162번길 59,1층(갈마동)",갈마동
24990,유성구,그린브라우니,"대전광역시 유성구 상대동로2번길 67-17, 1층 101호 (상대동)",상대동
23841,유성구,그린브라우니,"대전광역시 유성구 송림로 41, 1층 (하기동)",하기동
9973,유성구,그린브라우니,"대전광역시 유성구 아리랑로 18, 1층 (원촌동)",원촌동
2160,서구,그린브라우니 (샤크존),"대전광역시 서구 둔산중로 19, 1층 B184호 (탄방동,샤크존)",탄방동
21582,동구,그린브라우니 낭월점,"대전광역시 동구 산내로1257번길 63, 1층 (낭월동)",낭월동
22564,서구,그린브라우니 내동점,"대전광역시 서구 동서대로 981, 1층 101-1호 (내동)",내동
13290,서구,그린브라우니 대전법원점,"대전광역시 서구 둔산로137번길 31, 1층 (둔산동)",둔산동
33735,유성구,그린브라우니 월드컵점,"대전광역시 유성구 노은서로76번길 77, 1층 101,102호 (노은동)",노은동
30291,서구,그린브라우니관저점,"대전광역시 서구 관저로14번길 38, 1층 (관저동)",관저동
11902,유성구,그린브리우니 (노은점),"대전광역시 유성구 은구비서로 23, 1층 (지족동)",지족동
35948,중구,그린비,"대전광역시 중구 목중로10번길 25, 1층 (중촌동)",중촌동
33380,중구,그린빈버찌라이브하우스,"대전광역시 중구 중교로 40, 지하층 (대흥동)",대흥동
40087,대덕구,그린상사,"대전광역시 대덕구 오정로63번길 16-20, (오정동) .",오정동
26264,중구,그린샘건강원,대전광역시 중구 유천동 317-57번지 101호,유천동
6951,서구,그린세탁소,"대전광역시 서구 갈마로147번길 92, 1층 (갈마동)",갈마동
26547,중구,그린세탁소,대전광역시 중구 산성동 108-16번지 1층,산성동
15669,유성구,그린셀러드바,"대전광역시 유성구 엑스포로 488, 지하 10호 (전민동,엑스포코아)",전민동
40102,동구,그린슈퍼,"대전광역시 동구 산서로1660번길 56, (대별동)",대별동
24310,동구,그린스포츠,대전광역시 동구 홍도동 137-1,홍도동
30150,서구,그린악기,대전광역시 서구 탄방동 1274번지,탄방동
38576,서구,그린앤그릭,"대전광역시 서구 둔산남로9번길45, 1층 (둔산동)",둔산동
30808,서구,그린앤코,"대전광역시 서구 원도안로207번길 15-3, 1층 101호 (도안동)",도안동
6812,서구,그린약국,"대전광역시 서구 도안중로 306,101호(도안동)",도안동
25270,중구,그린약국,"대전광역시 중구 계백로 1709, 상가 112호 (오류동,누리보듬아파트)",오류동
34906,유성구,그린염색방,"대전광역시 유성구 구즉로 25, 상가동 1층 108호 (송강동,송강그린아파트)",송강동
12662,동구,그린오일뱅크,대전광역시 동구 대전로 579 (천동),천동
25832,동구,그린오토밋션,대전광역시 동구 옥천로 60-1 (신흥동),신흥동
11096,서구,그린유통,"대전광역시 서구 정림로 11, 상가동 102호 (정림동,늘푸른아파트)",정림동
10215,서구,그린음악학원,대전광역시 서구 복수남로32번길 49 (복수동),복수동
12450,동구,그린이동통신,"대전광역시 동구 동서대로1748번길 85, 1층 (가양동)",가양동
25912,대덕구,그린잉크앤토너,"대전광역시 대덕구 계족산로43번길 65, 1층 101호 (중리동)",중리동
33935,유성구,그린자동차정비공업사,"대전광역시 유성구 구즉로 96, 1층 (봉산동)",봉산동
2459,중구,그린장,대전광역시 중구 문화로87번길 60 (유천동),유천동
27121,서구,그린젤리에듀센터학원,"대전광역시 서구 복수동로 54, 2층 (복수동)",복수동
23907,중구,그린종합물류,"대전광역시 중구 대둔산로 508, 1층 (유천동)",유천동
9664,유성구,그린주얼리,"대전광역시 유성구 노은로 144, 108호 (지족동,노은타운)",지족동
23387,중구,그린치과,"대전광역시 중구 중앙로 154,7층(은행동,하나대투증권대전사옥)",은행동
19444,유성구,그린침구,"대전광역시 유성구 어은로 57, 106호 (어은동,한빛플라자)",어은동
11860,서구,그린카,대전광역시 서구 동서대로 951 (내동),내동
38430,동구,그린카센타,"대전광역시 동구 신기로101번길 25-7, (가오동)",가오동
39033,대덕구,그린케어설비,"대전광역시 대덕구 홍도로129번길 106, 1층 101호 (중리동)",중리동
33830,서구,그린콩,"대전광역시 서구 관저중로 98, 1층 107호 (관저동,리틀파워존)",관저동
14407,동구,그린토마토,대전광역시 동구 계족로 184-91 (자양동),자양동
28319,서구,그린토탈케어,"대전광역시 서구 도산로403번길 21, 431호 432호 (탄방동,둔산전자타운)",탄방동
9525,중구,그린파원,"대전광역시 중구 대둔산로 488-1, 2층 (산성동)",산성동
24102,유성구,그린포네일,"대전광역시 유성구 지족북로 8, 102호 (지족동)",지족동
32164,동구,그린프라자,대전광역시 동구 현암로 46 (삼성동),삼성동
12366,중구,그린프레임,대전광역시 중구 목중로10번길 50 (중촌동),중촌동
27470,대덕구,그린피아,"대전광역시 대덕구 대덕대로1470번길 55, 102동 407호 (목상동,다사랑아파트)",목상동
16883,대덕구,그린피아,"대전광역시 대덕구 대덕대로1470번길 55, 103동 905호 (목상동,다사랑아파트)",목상동
24149,유성구,그린피아,"대전광역시 유성구 농대로 16, 지하1층 (어은동)",어은동
21511,유성구,그린피아,대전광역시 유성구 송강로26번길 38 (송강동),송강동
19081,중구,그린피아,"대전광역시 중구 보문로 174, 2층 (대흥동)",대흥동
27485,유성구,그린피아 화장품,"대전광역시 유성구 왕가봉로 30, 115호 (노은동,노은동PK빌딩)",노은동
27267,동구,그린필피부,"대전광역시 동구 동서대로 1610-2, 2층 (성남동)",성남동
23597,서구,그린하우스,"대전광역시 서구 오량2길 3, 1층 (복수동)",복수동
10073,서구,그린하우스,"대전광역시 서구 만년로18번길 35, 1층 (만년동)",만년동
4514,중구,그린헤어,대전광역시 중구 충무로 9 (대흥동),대흥동
16144,동구,그린헤어샵,"대전광역시 동구 옥천로176번길 22, 1층 (판암동)",판암동
6636,중구,그림,"대전광역시 중구 보문로30번길 8, 1층 (문창동)",문창동
7430,동구,그림,"대전광역시 동구 용운로151번길 6,1층(용운동,춘하추동)",용운동
3322,유성구,그림같은미용실,"대전광역시 유성구 계룡로26번길 32, 1층 102호 (구암동)",구암동
18668,서구,그림같은집,대전광역시 서구 배재로91번길 51-2 (도마동),도마동
32189,동구,그림그라픽스 ,대전광역시 동구 동대전로 158 (자양동),자양동
28018,유성구,그림나무미술교습소,"대전광역시 유성구 신성로72번길 38, 102호 (신성동)",신성동
28285,중구,그림숲미술교습소,"대전광역시 중구 태평로 29, 402호 (태평동,버드내프라자)",태평동
9272,서구,그림아트 스튜디오 둔산학원,"대전광역시 서구 둔산북로 36, 411호 (둔산동)",둔산동
29198,유성구,그림아트스튜디오 대전노은학원,"대전광역시 유성구 노은로 154, 4층 402,403호 (지족동,노은프라자)",지족동
40167,서구,그림아트스튜디오둔산학원,"대전광역시 서구 둔산북로36, 411호 (둔산동)",둔산동
39442,유성구,그림아트스튜디오미술학원,"대전광역시 유성구 도안북로85-15, 401호 (용계동)",용계동
2117,유성구,그림이지,"대전광역시 유성구 테크노중앙로 50, A동 401호 (관평동)",관평동
39308,유성구,그림작업실미술교습소,"대전광역시 유성구 유성대로1744, 2층 201호 (전민동)",전민동
35295,유성구,그림책미술교습소,"대전광역시 유성구 테크노4로 105, 4층 401호 (관평동,T PLAZA)",관평동
36878,대덕구,그림처럼,"대전광역시 대덕구 신탄진로796번길 59, , 1,2층 (신탄진동)",신탄진동
36587,유성구,그옛날풍경식당,대전광역시 유성구 대학로 141 (궁동),궁동
6591,대덕구,그웬필라테스,"대전광역시 대덕구 동춘당로 83, 1동 2층 203호 (송촌동)",송촌동
34807,유성구,그젤,"대전광역시 유성구 엑스포로 488, 3층 2-17 호 (전민동,엑스포코아)",전민동
34715,중구,그집마늘치킨,"대전광역시 중구 모암로 10, 1층 (호동)",호동
19602,중구,그집육개장과곰탕,"대전광역시 중구 보문산공원로 486, 1층 (대사동)",대사동
12694,중구,그초밥집,대전광역시 중구 계백로1565번길 19 (유천동),유천동
12397,유성구,그해삼월,"대전광역시 유성구 원신흥남로41번길 19-16, 1층 (원신흥동)",원신흥동
37991,서구,극단셰익스피어,"대전광역시 서구 갈마중로8번길 14, 2층 (갈마동)",갈마동
5513,대덕구,극동 전기,대전광역시 대덕구 오정로 82 (오정동),오정동
2297,중구,극동 태권도장,"대전광역시 중구 대종로 204, 2층 (석교동)",석교동
28444,서구,극동네온,"대전광역시 서구 변동로 89, 103호 (변동)",변동
5547,중구,극동제과점,대전광역시 중구 충무로 73 (대사동),대사동
2689,동구,근대세탁,"대전광역시 동구 대전로542번길 121, 상가동 2층 204호 (천동,위드힐아파트)",천동
26777,대덕구,근로복지공단  대전산재병원,대전광역시 대덕구 계족로 637 (법동),법동
26776,유성구,근로복지공단 대전의원,"대전광역시 유성구 테크노3로 65, 1층 130호~135호 (관평동,한신에스메카)",관평동
254,대덕구,근아전기철물,대전광역시 대덕구 계족산로5번안길 4 (법동),법동
17292,서구,근암쌀집,대전광역시 서구 변동중로 28 (도마동),도마동
19622,중구,근풀림안마원,"대전광역시 중구 계룡로 876, 302호 (오류동,메종드메디칼빌딩)",오류동
31919,동구,근화내과,대전광역시 동구 계족로 362 (성남동),성남동
31921,동구,근화내과,대전광역시 동구 계족로 362 (성남동),성남동
2444,동구,근화떡집,"대전광역시 동구 중앙로200번길 24-1, 1층 (중동)",중동
9659,중구,글꽃약국,"대전광역시 중구 계백로1716번길 26, 2층 204호 (문화동,미성프라자)",문화동
24309,중구,글꽃음악학원,"대전광역시 중구 계백로1716번길 26, 6층 (문화동,미성프라자)",문화동
22206,중구,글꽃치과의원,"대전광역시 중구 계백로1716번길 26, 3층 301호 (문화동,미성프라자)",문화동
16707,서구,글라스  하우스  정림점,"대전광역시 서구 정림로 58,(정림동)",정림동
36619,대덕구,글라스 스토리,"대전광역시 대덕구 한남로12번길 29, 1층 (오정동)",오정동
12464,중구,글라스데이안경원,"대전광역시 중구 목동로 37,112,113호(목동, 목양마을아파트제상가1동)",목동
15241,중구,글라스빌안경콘택트,"대전광역시 중구 계백로 1687, 1층 (오류동)",오류동
20249,서구,글라스스토리대전건양대점,"대전광역시 서구 가수원로 106,(가수원동)",가수원동
18387,서구,글라스스토리대전옥원대점,"대전광역시 서구 도안북로117번길 46, 1층 (도안동)",도안동
13604,서구,글라스코드,대전광역시 서구 한밭대로 580 (월평동),월평동
12151,동구,글라스패밀리 (GLASS  FAMILY),"대전광역시 동구 옥천로 183, 107,108호 (판암동,판암퍼스트타워)",판암동
28420,유성구,글라스하우스,"대전광역시 유성구 문화원로 1, 1층 (장대동,성우빌딩)",장대동
29624,서구,글램,"대전광역시 서구 용문로 35-12, 2층 (괴정동)",괴정동
22479,중구,글램핏 스튜디오(GLIMFIT STUDIO),"대전광역시 중구 계룡로918번길 32, 201호 (문화동)",문화동
30470,서구,글로리문구 ,"대전광역시 서구 대덕대로112번길 54, 1층 (갈마동)",갈마동
7966,동구,글로리아 제과점,대전광역시 동구 역전시장길 2 (중동),중동
24942,유성구,글로리아 헤어,"대전광역시 유성구 문화원로 20-6, 1층 101호 (장대동)",장대동
7907,유성구,글로리아제과점,"대전광역시 유성구 계룡로 47, 1층 (봉명동)",봉명동
8848,중구,글로리약국,"대전광역시 중구 계룡로 804, 1동 102호 (오류동,코스모메디컬)",오류동
935,서구,글로리카 닥터,대전광역시 서구 동서대로 1121-1 (가장동),가장동
31140,서구,글로리피아노음악교습소,"대전광역시 서구 정림로 11, 201호 (정림동,늘푸른아파트상가동2층)",정림동
33450,중구,글로리하우스 ,"대전광역시 중구 과례로22번길 30, B101호 (문화동,영광빌라)",문화동
38541,중구,글로벌상사,"대전광역시 중구 대종로334번길 86, 3층(문창동)",문창동
20425,동구,글로벌스포츠,"대전광역시 동구 한밭대로1237번길 45-9, 102호 (용전동)",용전동
15582,서구,글로벌음악교습소,"대전광역시 서구 청사서로 70, 상가동 304호 (월평동,무궁화아파트)",월평동
21279,유성구,글로벌익스프레스,"대전광역시 유성구 대정로 67, 가동 104호 및 주차장 (대정동)",대정동
31403,대덕구,글로스광택카케어글로스팩토리,"대전광역시 대덕구 선비마을로6번길 13,(송촌동)",송촌동
23779,중구,글로시,"대전광역시 중구 중앙로 지하 145, 나층 7호 (은행동,지하상가D)",은행동
16549,대덕구,글로우안경원,"대전광역시 대덕구 중리북로 61, 1층 (중리동)",중리동
34534,유성구,글루글루,"대전광역시 유성구 농대로2번길 3, 1층 (어은동)",어은동
27447,서구,글뤽,"대전광역시 서구 문정로 77, 209호 (탄방동,로데오타운)",탄방동
6323,서구,금강 매운탕,"대전광역시 서구 탄방로 100, 1층 (용문동)",용문동
93,중구,금강 바이크,대전광역시 중구 대둔산로 504 (유천동),유천동
5744,서구,금강 아트,대전광역시 서구 문정로170번길 73 (둔산동),둔산동
2293,동구,금강 참숯 민물장어,대전광역시 동구 석천로 6 (낭월동),낭월동
8101,중구,금강가스기구,대전광역시 중구 문화로126번길 19 (문화동),문화동
27550,서구,금강공구철물,대전광역시 서구 동서대로 1090 (변동),변동
10969,서구,금강국제특허법률사무소,"대전광역시 서구 월평북로 95, 609,610호 (월평동,만년오피스텔)",월평동
10569,서구,금강독서실,"대전광역시 서구 복수중로34번길 3, 401호 (복수동)",복수동
1290,동구,금강마트,"대전광역시 동구 동서대로1770번길 47,(가양동)",가양동
3282,중구,금강매운탕,대전광역시 중구 동서대로1235번길 12 (태평동),태평동
16047,유성구,금강부부치과의원,"대전광역시 유성구 계룡로 55, 상가 407호 (봉명동,유성자이아파트)",봉명동
24604,서구,금강산만두집,"대전광역시 서구 월평서로6번길 78, 1층 (월평동)",월평동
11212,중구,금강산정육점,대전광역시 중구 보문산로77번길 24 (산성동),산성동
14453,동구,금강산축산,대전광역시 동구 대전로 786-1 (원동),원동
12566,대덕구,금강산축산물도매센터,대전광역시 대덕구 중리로64번길 1 (중리동),중리동
11734,서구,금강상사,대전광역시 서구 계백로 1204 (가수원동),가수원동
1935,동구,금강상사,"대전광역시 동구 우암로296번길 39 (가양동,옥수맨션지하)",가양동
2854,대덕구,금강상회,대전광역시 대덕구 오정로110번길 42 (오정동),오정동
15281,중구,금강상회,대전광역시 중구 평촌로105번길 57 (태평동),태평동
13702,유성구,금강소소국밥,"대전광역시 유성구 반석서로 11, 가동 1층 (지족동)",지족동
20326,유성구,금강수산,대전광역시 유성구 유성대로 744-1 (장대동),장대동
318,대덕구,금강수족관,대전광역시 대덕구 중리북로 8 (법동),법동
3957,서구,금강스포츠,"대전광역시 서구 괴정로 97-1, 101호 (괴정동,스카이빌)",괴정동
14109,서구,금강식당,"대전광역시 서구 둔산로74번길 27, 2층 (둔산동)",둔산동
16036,대덕구,금강안마원,"대전광역시 대덕구 옛신탄진로 121, 2층 201호 (오정동,대림빌딩)",오정동
13131,동구,금강약국,대전광역시 동구 대전로 786-1 (원동),원동
10501,서구,금강어죽매운탕,"대전광역시 서구 복수남로11번길 84, 1층 (복수동)",복수동
15676,유성구,금강오모가리,대전광역시 유성구 장대동 284-5,장대동
21250,대덕구,금강옥,"대전광역시 대덕구 대청로 16-1, 1층 (신탄진동)",신탄진동
3323,유성구,금강올갱이,대전광역시 유성구 지족북로66번길 22 (지족동),지족동
39653,서구,금강왕생삼겹,대전광역시 서구 만년동 308 리더스타운 C동1층,만년동
34860,서구,금강육묘원,대전광역시 서구 평촌동 436-4,평촌동
8824,동구,금강의원,대전광역시 동구 동서대로 1632 (성남동),성남동
23518,대덕구,금강전업모터사,대전광역시 대덕구 신탄진로 778 (신탄진동),신탄진동
22214,동구,금강정육점,대전광역시 동구 흥룡로37번길 19 (가양동),가양동
29182,중구,금강종합건재,대전광역시 중구 대종로 395 (대흥동),대흥동
6791,대덕구,금강주유소,대전광역시 대덕구 신탄진로 536 (상서동),상서동
17892,중구,금강치과의원,"대전광역시 중구 계룡로 852, 302호 (오류동,삼성쇼핑)",오류동
38757,유성구,금강투자협동조합,대전광역시 유성구 월드컵대로316번길28-7 (상대동),상대동
18989,유성구,금강편의점,"대전광역시 유성구 관들2길 43,1층(관평동)",관평동
27798,유성구,금강포차,대전광역시 유성구 구즉로54번길 15 (송강동),송강동
4704,대덕구,금강하우징,대전광역시 대덕구 대청로 26 (신탄진동),신탄진동
17936,중구,금광당,"대전광역시 중구 당디로6번길 76, 108호 (문화동,두루타운)",문화동
15568,서구,금남철물,"대전광역시 서구 신갈마로211번길 3, 108호 (갈마동,해동빌라)",갈마동
2238,동구,금남포장,대전광역시 동구 중동 78,중동
29815,대덕구,금대박 ,"대전광역시 대덕구 대덕대로1454번길 62, 1층 (목상동)",목상동
33592,서구,금동피아노교습소,"대전광역시 서구 관저로 46, 204호 (관저동)",관저동
32260,유성구,금돼지생막창 ,대전광역시 유성구 구즉로54번길 33 (송강동),송강동
14233,서구,금란꽃수족관,대전광역시 서구 도솔로 461 (탄방동),탄방동
30495,서구,금래원 ,"대전광역시 서구 배재로91번길 34, 1층 (도마동)",도마동
38477,서구,금미연치과의원,"대전광역시 서구 청사서로 65, 123동 304호 , 상가(월평2동, 한아름아파트)",월평동
7171,중구,금발헤어컷트,대전광역시 중구 선화동 414-17번지,선화동
8809,중구,금방한돈까스,"대전광역시 중구 대종로 667-1, 1층 (중촌동)",중촌동
33731,동구,금보라,"대전광역시 동구 중앙로200번길 63-1, 2층 (원동)",원동
25523,동구,금보석,"대전광역시 동구 동부로 73, 상가동 108호 (판암동,주공아파트5단지)",판암동
26487,중구,금복슈퍼,대전광역시 중구 대둔산로 310-61 (사정동),사정동
15982,동구,금복축산,"대전광역시 동구 용운로164번길 10, 1층 (용운동)",용운동
36505,대덕구,금비,"대전광역시 대덕구 동춘당로114번길 9, 1층 146호 (송촌동,.)",송촌동
17579,중구,금비동물병원,대전광역시 중구 계백로 1697-1 (오류동),오류동
4102,동구,금비의상실,대전광역시 동구 원동 65 139,원동
37337,동구,금비통닭,"대전광역시 동구 충정로139번길 6, 1층 (자양동)",자양동
24420,중구,금비펫살롱,"대전광역시 중구 계룡로882번길 72, 1층 (오류동)",오류동
27519,동구,금빛을그리다 공인중개사무소,대전광역시 동구 충무로 246 (신흥동),신흥동
20578,중구,금빛정육식당,"대전광역시 중구 어덕마을로 26, 1층 (용두동)",용두동
34879,중구,금빛정육점,대전광역시 중구 어덕마을로 26 (용두동),용두동
17296,중구,금빛코다리,"대전광역시 중구 보문산로141번길 43, 1층 (산성동)",산성동
20049,대덕구,금빛통장,"대전광역시 대덕구 대전로1375번길 5, 1층 (읍내동)",읍내동
27013,중구,금산,대전광역시 중구 호동 21,호동
11673,서구,금산  참한삼,"대전광역시 서구 월평새뜸로 5, 1동 124호 (월평동,패션월드)",월평동
4903,서구,금산 철물건재,대전광역시 서구 동서대로 1116 (변동),변동
23256,중구,금산부리인삼사,"대전광역시 중구 대종로 297, 1층 (부사동)",부사동
25214,동구,금산삼계탕,대전광역시 동구 가양로80번길 6 (가양동),가양동
15926,중구,금산삼업사,대전광역시 중구 대종로 291 (부사동),부사동
20852,중구,금산상회,대전광역시 중구 침산동 15,침산동
22507,중구,금산상회,대전광역시 중구 돌다리로7번길 10 (석교동),석교동
359,동구,금산식당,대전광역시 동구 신기로 115 (가오동),가오동
2407,서구,금산식당,"대전광역시 서구 정림동로7번길 37, 1층 (정림동)",정림동
34435,동구,금산야채,대전광역시 동구 새울로 99 (용운동),용운동
4752,서구,금산웰빙홍삼,대전광역시 서구 도마4길 54 (도마동),도마동
25522,동구,금산유리,대전광역시 동구 계족로 88 (신흥동),신흥동
23255,중구,금산인삼사,대전광역시 중구 대종로 297 (부사동),부사동
22271,중구,금산인삼직매소11호,"대전광역시 중구 대종로 297, 1층 (부사동)",부사동
23081,중구,금산자연산산약초삼계탕,"대전광역시 중구 유천로102번길 19-1,1층(유천동)",유천동
34450,중구,금산집,대전광역시 중구 평촌로105번길 52-1 (태평동),태평동
30576,서구,금산홍삼,"대전광역시 서구 신갈마로 95, B1층 7.8 호 (갈마동)",갈마동
38946,서구,금산홍삼조합,"대전광역시 서구 계룡로649번길 29, 3층(용문동)",용문동
19340,중구,금산황기닭계장,"대전광역시 중구 대종로 72, 1층 (옥계동)",옥계동
29620,동구,금성,대전광역시 동구 태전로123번길 24-1 (삼성동),삼성동
5702,유성구,금성 고기촌,대전광역시 유성구 진잠로70번길 40 (원내동),원내동
26518,대덕구,금성 삼겹살,대전광역시 대덕구 중리남로 30 (중리동),중리동
6090,유성구,금성 삼계탕,"대전광역시 유성구 엑스포로151번길 19, B동 207호 (도룡동,도룡하우스디 라파예트상가)",도룡동
5116,서구,금성 스타보석,"대전광역시 서구 관저북로51번길 8-10, 122호 (관저동,패밀리타운)",관저동
1123,중구,금성 정육점,"대전광역시 중구 유천로132번길 15-2, 1층 (태평동)",태평동
1272,동구,금성각,"대전광역시 동구 대전로 436-27, 101호 (가오동)",가오동
27373,서구,금성갈비향기,대전광역시 서구 도산로393번길 6 (탄방동),탄방동
9574,중구,금성건강원,"대전광역시 중구 대종로 668, 1층 (중촌동)",중촌동
37970,유성구,금성관,대전광역시 유성구 봉산로22번길 31 (봉산동),봉산동
15878,유성구,금성나주곰탕,"대전광역시 유성구 지족로349번길 32-6,1층101호(지족동)",지족동
1073,중구,금성농장,대전광역시 중구 계백로1584번길 48 (유천동),유천동
13231,서구,금성당구클럽,"대전광역시 서구 도안동로11번길 32, 401,402호 (가수원동)",가수원동
1863,서구,금성백조슈퍼,"대전광역시 서구 정림동 683 강변들 금성백조 아파트 제 상가동 1층 101,102호",정림동
