순번,구,가맹점,주소,동
22039,서구,,"대전광역시 서구 둔산중로 19, 샤크존B141호. (탄방동)",탄방동
32133,서구,,"대전광역시 서구 도학1길 8, 101호 (도마동)",도마동
37701,중구,,"대전광역시 중구 대종로 509, 103호 (선화동,소청1번가)",선화동
18430,유성구,,대전광역시 유성구 대덕대로 950 (화암동),화암동
30424,중구,청석골칡냉면,"대전광역시 중구 보문산로141번길 39, 1층 (산성동)",산성동
29221,서구,토속돌구이,대전광역시 서구 대신1길 23 (도마동),도마동
31840,서구,퍼스트클래스둔산수학 교습소,"대전광역시 서구 둔산중로 54, 210호 (둔산동,센티온빌딩)",둔산동
13461,서구,Repit (레삐)헤어,대전광역시 서구 도솔로335번길 4 (괴정동),괴정동
31572,서구,조이헤어,"대전광역시 서구 계룡로 615번길 32, 1층 (탄방동)",탄방동
59,대덕구,포레스트,"대전광역시 대덕구 동산초교로 72, 1층 (오정동)",오정동
13627,서구,헤어,"대전광역시 서구 갈마로 200, 1층 102호 (내동)",내동
25544,서구,샵 그냥 광택집,"대전광역시 서구 계룡로 671, 1층 (용문동)",용문동
33920,동구,음주측정,"대전광역시 동구 백룡로 19, 101호 (자양동)",자양동
9592,서구,초이스,"대전광역시 서구 도마로 60, 1층 7호 (도마동,삼정하이츠)",도마동
31516,서구,(A+)베이비맘케어,"대전광역시 서구 둔산중로 138, 1418호 (둔산동,주은오피스텔)",둔산동
17663,동구,(ACE)에이스 전자저울,"대전광역시 동구 동서대로1730번길 28, 101호 (가양동)",가양동
25718,대덕구,(대복)자담순두부와 삼겹살,대전광역시 대덕구 중리남로 26 (중리동),중리동
19077,동구,(동진보석),대전광역시 동구 가양1동 318 홍명상가 C-33호,가양동
16900,동구,(본만쥬)김양경김밥.초봉김밥,대전광역시 동구 한남로 5 (홍도동),홍도동
36941,동구,(사)대전광역시관광협회,"대전광역시 동구 중앙로 187-1, 1~4층 (중동)",중동
17717,중구,(사)대전광역시용달화물자동차,대전광역시 중구 선화서로 56 (선화동),선화동
19369,유성구,(사)대전광역시장애인부모회,"대전광역시 유성구 대덕대로 755, 1층 (화암동,한국통신선로기술연구소)",화암동
19246,유성구,(사)대전기독교청소년협회,"대전광역시 유성구 대학로 28,1307호(봉명동,홍인오피스텔)",봉명동
39764,유성구,(사)대전하나스포츠클럽,"대전광역시 유성구 월드컵대로32, 3층 (노은동,대전월드컵경기장)",노은동
39448,동구,(사)무주천마사업단,"대전광역시 동구 중앙로지하 200, A23호 (중동)",중동
37508,유성구,(사)유성스포츠클럽,대전광역시 유성구 유성대로 978 (신성동),신성동
39057,동구,(사)중앙시장활성화구역 상인회,"대전광역시 동구 대전로779번길 8, (원동)",원동
13283,유성구,(사)한국드론산업협회대전지회,"대전광역시 유성구 신성로84번길 63, 지하호 (신성동)",신성동
22151,동구,(신)  중앙가방,대전광역시 동구 중앙로194번길 15 (중동),중동
2280,중구,(신)천북순대,"대전광역시 중구 충무로 158, 1층 (문창동)",문창동
22351,중구,(신지하)베스트이동통신,대전광역시 중구 은행동 중앙로지하상가 A 나-34,은행동
34997,유성구,(의)밝은마음의료재단 대전광역시,대전광역시 유성구 유성대로 1422 (방현동),방현동
2263,중구,(의)영훈의료재단,대전광역시 중구 목중로 29 (목동),목동
15880,중구,(자)유한가스,"대전광역시 중구 중촌동 198-1번지 198-2 ,199-1,2",중촌동
17779,중구,(자)한밭관광여행사,"대전광역시 중구 중앙로 28, 306호 (문화동,센트럴스타클래스)",문화동
26,서구,(재)대전고암미술문화재단,"대전광역시 서구 둔산대로 157,1층(만년동)",만년동
6934,유성구,(재)아름다운가게  대전지족점,"대전광역시 유성구 지족로 355 (지족동,월드프라자)",지족동
11145,대덕구,(주)  까뮤  (Gamyu),대전광역시 대덕구 덕암로213번길 36 (덕암동),덕암동
9476,유성구,(주)  나르시피아,"대전광역시 유성구 유성대로751번길 6, 302호 (장대동)",장대동
10365,동구,(주)  다경물류,"대전광역시 동구 대전로 408,(가오동)",가오동
19913,대덕구,(주)  대성청과130,"대전광역시 대덕구 한밭대로 987 (오정동,농수산물도매시장)",오정동
39087,중구,(주)  더밤부,"대전광역시 중구 성산로14번길 36, (안영동)",안영동
28011,유성구,(주)  더월대전점,"대전광역시 유성구 북유성대로 219, 101호 (지족동,인앤인주상복합)",지족동
15087,서구,(주)  도안홈마트,대전광역시 서구 도안북로93번길 26-21 (도안동),도안동
8460,서구,(주)  로얄로드,"대전광역시 서구 문예로 39, 4층 (둔산동)",둔산동
37053,서구,(주)  리빙인터내셔널,"대전광역시 서구 대덕대로 319, 219호 (월평동)",월평동
18170,서구,(주)  바다수산,대전광역시 서구 계룡로 338 (갈마동),갈마동
24066,유성구,(주)  수자타,"대전광역시 유성구 관평2로 20, 2층 전체 (관평동)",관평동
18986,동구,(주)  으뜸자동차,"대전광역시 동구 대전로 261,외(대성동)",대성동
14322,중구,(주)  은행스포츠,"대전광역시 중구 대종로480번길 54,(은행동)",은행동
16232,유성구,(주)  일당,"대전광역시 유성구 계룡로59번길 36,(봉명동)",봉명동
26405,대덕구,(주)  제이원모터스,대전광역시 대덕구 대화로132번안길 80 (대화동),대화동
35320,유성구,(주)  쪽빛하늘,대전광역시 유성구 갑동로15번길 2-15 (갑동),갑동
7162,서구,(주)  태극안경,"대전광역시 서구 계백로 1445, 2층 (도마동)",도마동
24462,유성구,(주)  팀어학원,"대전광역시 유성구 테크노4로 115,6층(관평동)",관평동
14522,유성구,(주)  퍼스트오일,"대전광역시 유성구 현충원로 213,(갑동)",갑동
25367,서구,(주)  한국평생교육원,"대전광역시 서구 계룡로 624,6층(용문동,동아빌딩)",용문동
16752,대덕구,(주)  휴먼월드,"대전광역시 대덕구 대전로1088번길 29,(오정동)",오정동
24069,서구,(주) 그린섬인텔리젠스,"대전광역시 서구 문정로 78, 5층 (탄방동,정우빌딩)",탄방동
37939,동구,(주) 다산,대전광역시 동구 태전로 113-1 (삼성동),삼성동
25401,서구,(주) 대명모바일,"대전광역시 서구 계룡로264번길 4, 204호 (월평동,. 월평타운상가)",월평동
38279,서구,(주) 대전공조,대전광역시 서구 도솔로519번길 50 (용문동),용문동
13840,유성구,(주) 델라,"대전광역시 유성구 학하남로19번길 28-12, 1층 (계산동,나은빌)",계산동
36463,유성구,(주) 리케리케,"대전광역시 유성구 문화원로 98, 지상1,2,3층 (봉명동)",봉명동
33540,서구,(주) 마이스토리 대전센터,"대전광역시 서구 둔산남로 108, 3층 (탄방동)",탄방동
23238,유성구,(주) 맛뜨랑,대전광역시 유성구 노은동로75번길 48 (노은동),노은동
13583,중구,(주) 미성테크,"대전광역시 중구 대종로 340-1, 2층 (부사동)",부사동
17824,중구,(주) 서밋할인마트,"대전광역시 중구 당디로6번길 76, 지하1호,2호,3호,4호,5호,6호,7호,8호,9호,10호,11호 (문화동)",문화동
33868,대덕구,(주) 신우전자 중부영업소,"대전광역시 대덕구 대화로 160, 16동 108호 (대화동,산업용재유통상가)",대화동
31800,대덕구,(주) 알에스퀸,"대전광역시 대덕구 비래서로9번길 59, 2층 (비래동)",비래동
18911,중구,(주) 언리튼,"대전광역시 중구 대흥로10번길 35, 1층 (대사동)",대사동
37197,서구,(주) 에이원탑시큐리티,대전광역시 서구 대덕대로168번길 74 (갈마동),갈마동
26294,대덕구,(주) 에프엠씨푸드,대전광역시 대덕구 아리랑로197번길 46 (법동),법동
35415,유성구,(주) 오즈테크,"대전광역시 유성구 노은동로79번길 25, 302호 (노은동)",노은동
38414,서구,(주) 월드클래스에듀,"대전광역시 서구 둔산대로117번길 95, 3층 에프동 (만년동)",만년동
31718,유성구,(주) 이레디자인,"대전광역시 유성구 은구비서로 38, 204호 (지족동)",지족동
36021,동구,(주) 익선다다 볕,대전광역시 동구 수향2길 7 (소제동),소제동
22603,중구,(주) 인투홈,대전광역시 중구 대종로 282 (문창동),문창동
14921,서구,(주) 자이언트전산,대전광역시 서구 도산로403번길 51 (탄방동),탄방동
39628,유성구,(주) 정일수산,"대전광역시 유성구 학하서로10번길 9, 1층 (계산동)",계산동
35988,서구,(주) 제이라파,"대전광역시 서구 도안북로 88, 창업진흥센터 314호 (도안동,목원대학교)",도안동
39212,유성구,(주) 제페코,"대전광역시 유성구 유성대로719번길 11, (장대동) 2층",장대동
16165,중구,(주) 지엠피대전,"대전광역시 중구 대종로 648, 1층 (중촌동)",중촌동
39193,중구,(주) 집사의반격,"대전광역시 중구 산서로 408, 1층 (목달동)",목달동
6983,서구,(주) 티디지 (TDG CO. LTD),"대전광역시 서구 둔산서로 63, 3층 (둔산동,농협대전중앙지점)",둔산동
22263,유성구,(주) 티피코리아,"대전광역시 유성구 온천동로 75,(봉명동)",봉명동
36033,유성구,(주)JT네트웍스,대전광역시 유성구 은구비로 125 (죽동),죽동
22664,서구,(주)가수원하늘self주유소,대전광역시 서구 계백로 1176 (가수원동),가수원동
8867,서구,(주)가온길,"대전광역시 서구 둔산중로58번길 25, 3층 (둔산동,동림빌딩)",둔산동
39725,유성구,(주)가온트래블,"대전광역시 유성구 유성대로1741, 상가동 2층 204호 (전민동,세종아파트)",전민동
22531,중구,(주)가치,"대전광역시 중구 중앙로79번길 51,1,2층(선화동)",선화동
36578,동구,(주)경주상사르노삼성자동차부품대리점,대전광역시 동구 계족로512번길 24 (용전동),용전동
26159,유성구,(주)고대어학원,"대전광역시 유성구 신성남로 49, 4층 (신성동)",신성동
26947,대덕구,(주)골든오렌지,"대전광역시 대덕구 홍도로135번길 35,중리동,임광하이츠지하(중리동)",중리동
31465,서구,(주)곰돌이대장간,"대전광역시 서구 문정로150번길 22, 1층 (탄방동)",탄방동
39194,대덕구,(주)공생,"대전광역시 대덕구 대청로62, 1층 (신탄진동)",신탄진동
24721,서구,(주)공주떡집,대전광역시 서구 용문로 89 (용문동),용문동
7173,유성구,(주)관저자동차공업,대전광역시 유성구 계백로 937 (원내동),원내동
9841,유성구,(주)광명상사,"대전광역시 유성구 장대로 108,(장대동)",장대동
35891,서구,(주)굿모닝스터디,"대전광역시 서구 둔산동 엠제이피부과굿모닝어학원빌딩(대덕대로179,3층)",둔산동
11809,서구,(주)굿모닝통상,대전광역시 서구 괴정로 181 (용문동),용문동
9296,유성구,(주)궁극의사고엔노은이티에스학원,"대전광역시 유성구 노은로 174, 602호 (지족동,도원프라자)",지족동
21906,서구,(주)궁극의사고재종,"대전광역시 서구 둔산남로 96, 6층 (탄방동,이플러스빌딩)",탄방동
29787,서구,(주)그대로,"대전광역시 서구 대덕대로168번길 50, 203호 (갈마동,위너스빌)",갈마동
34825,대덕구,(주)그린텍스,대전광역시 대덕구 오정로120번길 33 (오정동),오정동
27872,대덕구,(주)금강데코,대전광역시 대덕구 오정로 124,오정동
34882,유성구,(주)금강창호기업,대전광역시 유성구 용계로135번길 124 (용계동),용계동
37908,유성구,(주)금강푸드 대전점,"대전광역시 유성구 대정로28번안길 6, 1층 (대정동)",대정동
38216,중구,(주)길훈메디,"대전광역시 중구 천근로 21, 2층 (문화동)",문화동
12174,유성구,(주)김삿갓,대전광역시 유성구 자운동 14-13,자운동
38365,서구,(주)김서방모터스,"대전광역시 서구 월드컵대로484번길 77, 가동 105호 , 대전전시장 (월평1동)",월평동
14251,동구,(주)김설영패션,"대전광역시 동구 흥룡로 60, 지하1층 1호 (가양동,동부프라자)",가양동
36131,대덕구,(주)까사시엔,대전광역시 대덕구 중리남로 53 (중리동),중리동
26346,대덕구,(주)끌림이엔씨,"대전광역시 대덕구 석봉로30번길 13, 1층 (석봉동)",석봉동
11261,서구,(주)나무와숲,"대전광역시 서구 계룡로491번길 20,301호(둔산동)",둔산동
34670,서구,(주)내일컴퍼니,"대전광역시 서구 원도안로241번길 14-18, 1층 102호 (도안동)",도안동
35779,유성구,(주)네오엘엔피,대전광역시 유성구 유성대로217번길 4-15 (대정동),대정동
22107,유성구,(주)늘픔이엔티,"대전광역시 유성구 대덕대로577번길 37, 203호 (도룡동,늘사랑교회)",도룡동
31920,유성구,(주)님버스,"대전광역시 유성구 테크노3로 65, 619호 (관평동,한신에스메카)",관평동
38040,유성구,(주)다미선푸드 자운대점,"대전광역시 유성구 자운로 222, 지상1,2층 사병식당 (추목동)",추목동
24074,서구,(주)다빈치,"대전광역시 서구 둔산중로58번길 25, 2층 전체 (둔산동,동림빌딩)",둔산동
26500,중구,(주)다사랑결혼정보,"대전광역시 중구 동서대로 1307, 301호 (오류동)",오류동
28635,유성구,(주)다산피씨씨,"대전광역시 유성구 계룡로 126, 7층,8층,9층 (봉명동,리움메디)",봉명동
38663,대덕구,(주)다온에디션,대전광역시 대덕구 송촌남로51 (송촌동),송촌동
25586,동구,(주)다온프라자,"대전광역시 동구 계족로 325, 2층 (성남동)",성남동
33358,대덕구,(주)대건이엔엘,"대전광역시 대덕구 한밭대로 1044,1층(오정동)",오정동
10617,서구,(주)대게킹,대전광역시 서구 대덕대로 370 (만년동),만년동
14948,서구,(주)대림주유소,대전광역시 서구 계백로 1290 (정림동),정림동
33427,서구,(주)대선상재,"대전광역시 서구 도산로 182, 2층 (변동)",변동
19695,유성구,(주)대우정보기술,"대전광역시 유성구 왕가봉로 30, 205호 (노은동,노은동PK빌딩)",노은동
28270,유성구,(주)대운인터컴,"대전광역시 유성구 유성대로783번길 27, 지하 (장대동)",장대동
25945,중구,(주)대일메디칼,대전광역시 중구 목중로26번길 22 (중촌동),중촌동
22744,대덕구,(주)대전개인택시 동대전충전소,대전광역시 대덕구 대전로 1108 (오정동),오정동
22747,중구,(주)대전개인택시충전소,대전광역시 중구 대둔산로 130 (안영동),안영동
22743,서구,(주)대전개인택시충전소 가장지점,대전광역시 서구 갈마로 335 (가장동),가장동
27785,대덕구,(주)대전공업사,대전광역시 대덕구 벚꽃길 86 (상서동),상서동
16798,서구,(주)대전둔산정상어학원,"대전광역시 서구 문예로 41, 2층,3층 (둔산동,문화빌딩)",둔산동
37840,중구,(주)대전문구몰,대전광역시 중구 동서대로 1441 (중촌동),중촌동
9302,대덕구,(주)대전위니아,대전광역시 대덕구 계족로 551 (중리동),중리동
26606,대덕구,(주)대진자동차공업사,대전광역시 대덕구 신탄진로756번안길 79 (신탄진동),신탄진동
25254,중구,(주)대창기업,대전광역시 중구 유등천동로324번길 6 (산성동),산성동
27732,대덕구,(주)대청에프앤씨,대전광역시 대덕구 대화로50번길 57-37 (대화동),대화동
20561,중구,(주)대한유통좋은나라,"대전광역시 중구 사득로 74,(석교동)",석교동
16656,유성구,(주)더게러지,대전광역시 유성구 유성대로 1491 (화암동),화암동
35233,서구,(주)더다원 소담애원도안점,"대전광역시 서구 원도안로242번길 15-10, 1층 102호 (도안동,한아름빌딩)",도안동
7076,서구,(주)더센터오브필라테스대전,"대전광역시 서구 대덕대로242번길 48, 3층,4층 (둔산동)",둔산동
14420,유성구,(주)더이롬(The  Erom,"대전광역시 유성구 어은로 44,(어은동)",어은동
38855,동구,(주)더큰더존푸드 대전보건대점,"대전광역시 동구 충정로 21, 9동 지하3층 (가양동)",가양동
36483,서구,(주)도마현대,"대전광역시 서구 도산로 146, 1층 (도마동)",도마동
36499,유성구,(주)돌봄드림,"대전광역시 유성구 유성대로694번길 68, 1층 101호 (구암동)",구암동
7255,대덕구,(주)동원에프앤비급식총괄센타,"대전광역시 대덕구 한밭대로988번길 103, 1층 (오정동)",오정동
19639,대덕구,(주)동화마루대전,"대전광역시 대덕구 대전천북로 292-29, 외1필지 (오정동)",오정동
10054,대덕구,(주)두나이엔지,"대전광역시 대덕구 대화로 160, 6동 231호 (대화동,산업용재유통상가)",대화동
3983,서구,(주)두리유통 장호원점,"대전광역시 서구 문정로 131, 상가동 지하1층 (탄방동,공작한양아파트)",탄방동
25396,대덕구,(주)두산미트,대전광역시 대덕구 한밭대로 1000 (오정동),오정동
22554,동구,(주)두성프라즈마,대전광역시 동구 대전로1020번길 14 (홍도동),홍도동
22552,대덕구,(주)두성프라즈마  지점,대전광역시 대덕구 덕암북로4번길 165 (덕암동),덕암동
34182,서구,(주)둔산알리앙스뷔페,"대전광역시 서구 한밭대로 809,3층(둔산동,사학연금회관)",둔산동
6982,서구,(주)드리맥스(DREAMAX. CO. LTD),대전광역시 서구 둔산서로 63 (둔산동),둔산동
36595,서구,(주)드림바디,"대전광역시 서구 용문로 41-80, 2층 213호 (괴정동,리베라아이누리)",괴정동
3770,유성구,(주)드림축산,"대전광역시 유성구 노은동로 33,제2관련상가동축산부류(노은동)",노은동
28123,유성구,(주)디모스,대전광역시 유성구 덕명로 6 (덕명동),덕명동
6946,유성구,(주)디앤씨라이프,대전광역시 유성구 갑동로8번길 57 (갑동),갑동
27414,서구,(주)디에스,"대전광역시 서구 대덕대로 183,(둔산동)",둔산동
36204,유성구,(주)디자인씽킹,"대전광역시 유성구 대덕대로512번길 30, 110호 (도룡동,대전마케팅공사)",도룡동
3994,동구,(주)디제이마루힐,대전광역시 동구 동서대로1725번길 44 (용전동),용전동
17084,유성구,(주)라사 대전지점,"대전광역시 유성구 테크노3로 60, 제1층 제124호~129호 (관평동)",관평동
33551,대덕구,(주)라이스,대전광역시 대덕구 동춘당로 187 (법동),법동
39117,대덕구,(주)라이스 김밥천국법동점,"대전광역시 대덕구 동춘당로 187, 102호 (법동)",법동
20937,서구,(주)램프맨,대전광역시 서구 둔산남로 176 (탄방동),탄방동
3548,중구,(주)레드일렉트릭,"대전광역시 중구 대종로 156,(호동)",호동
23403,서구,(주)레드페이스 대전탄방점,"대전광역시 서구 문정로 77, 129,130호 (탄방동)",탄방동
4163,중구,(주)로드나인,대전광역시 중구 대둔산로 231 (안영동),안영동
33746,동구,(주)리본라이팅 ,대전광역시 동구 대전로 944 (삼성동),삼성동
21285,동구,(주)마당에모닥불하늘엔둥근달,대전광역시 동구 산내로 321-35 (하소동),하소동
11891,유성구,(주)맛나외식산업,"대전광역시 유성구 왕가봉로2번길 27-17, 101호 (노은동,명성시티빌)",노은동
19365,중구,(주)메이저플러스 명품주유소,대전광역시 중구 보문로 301 (선화동),선화동
37034,유성구,(주)메이크유,"대전광역시 유성구 학하서로 185, 2층 (복용동)",복용동
17505,유성구,(주)모메,"대전광역시 유성구 지족로 283, 2층 202호 (지족동)",지족동
42,대덕구,(주)목림상사주식회사,대전광역시 대덕구 대화로50번길 57-17 (대화동),대화동
33584,동구,(주)문화자동차운전전문학원,대전광역시 동구 용운로151번길 85 (용운동),용운동
35455,서구,(주)미락본가,"대전광역시 서구 둔산남로 95, 1층 일부 (둔산동)",둔산동
9518,서구,(주)밀라노리빙 대전지점,"대전광역시 서구 대덕대로 226, 103-1호 (둔산동)",둔산동
23981,서구,(주)바네스데코아이엔티,대전광역시 서구 계백로 1159 (가수원동),가수원동
14634,유성구,(주)바른에프엔씨,대전광역시 유성구 복용남로 43-11 (복용동),복용동
38709,서구,(주)바른통신,"대전광역시 서구 둔산로 144, 1층 (둔산동)",둔산동
37434,동구,(주)밝은노인요양원,"대전광역시 동구 대전로 354-7,(대성동)",대성동
31937,유성구,(주)번영렌트카,"대전광역시 유성구 진잠로139번길 18, 2층 (교촌동)",교촌동
26923,동구,(주)베니스,"대전광역시 동구 대전로 696, 1층 (인동)",인동
37254,서구,(주)벨로펫,"대전광역시 서구 관저로 184, 주상가동 206호 (관저동,느리울마을아파트12단지)",관저동
37819,중구,(주)보담커머스,"대전광역시 중구 오류로 31, 103동 222호 (오류동,서대전역우방아이유쉘스카이팰리스)",오류동
8887,대덕구,(주)보람철물공구,"대전광역시 대덕구 대전로 1077,(오정동)",오정동
35852,서구,(주)보배네트웍스,"대전광역시 서구 계룡로349번길 36, 101호 (월평동)",월평동
8428,동구,(주)본자리,대전광역시 동구 동서대로1683번길 84 (용전동),용전동
38534,서구,(주)봉추유통 홈플러스대전둔산점,"대전광역시 서구 문예로 107, 1층 (둔산동, 홈플러스대전둔산점)",둔산동
15329,서구,(주)블루스카이,"대전광역시 서구 만년로67번길 36, 87 (만년동,디지털타운)",만년동
38642,중구,(주)블리스브라이드,"대전광역시 중구 서문로133, 6층 (문화동)",문화동
20686,중구,(주)비비에프티에스(FTS),대전광역시 중구 대전천서로 591 (선화동),선화동
39063,서구,(주)비앤디컴퍼니(가마솥삼계탕),"대전광역시 서구 갈마로117번길10, 101호 (갈마동)",갈마동
35561,유성구,(주)비와이엔블랙야크  대전유성점,"대전광역시 유성구 유성대로 807, 1층 101호 (장대동)",장대동
23942,유성구,(주)빨간쪼끼,"대전광역시 유성구 은구비남로33번길 61, 302,402호 (지족동,소암빌딩)",지족동
37346,중구,(주)사천셰프,"대전광역시 중구 선화서로 7, 2층 (대흥동)",대흥동
34181,서구,(주)사학연금웨딩홀,"대전광역시 서구 한밭대로 809,1층(둔산동,사학연금회관)",둔산동
35928,중구,(주)산수관광,대전광역시 중구 대종로 533 (선화동),선화동
19384,중구,(주)삼성프라자,대전광역시 중구 보문산로 58 (산성동),산성동
38132,대덕구,(주)삼아엔지니어링,"대전광역시 대덕구 대화로 160, 6동 117호 (대화동,산업용재유통상가)",대화동
38122,중구,(주)삼안,대전광역시 중구 선화로 148 (은행동),은행동
39890,유성구,(주)삼진유통산업개발,"대전광역시 유성구 도안동로446, 1동 602호 (원신흥동,양우내안애)",원신흥동
30164,유성구,(주)상록마트,대전광역시 유성구 노은동로 111 (노은동),노은동
20238,서구,(주)서부점현대자동차,대전광역시 서구 계룡로 382-4 (갈마동),갈마동
27563,대덕구,(주)서전약품,"대전광역시 대덕구 동서대로 1783, 2층 (송촌동)",송촌동
8643,유성구,(주)서해로 자금성,"대전광역시 유성구 자운로97번길 410, 3층 (신봉동,,자운종합상가)",신봉동
38367,서구,(주)선비,"대전광역시 서구 월드컵대로484번길 45, (월평1동)",월평동
15021,대덕구,(주)선일인스트루먼트,"대전광역시 대덕구 벚꽃길 71, 2층 (평촌동)",평촌동
25834,중구,(주)선화유리,"대전광역시 중구 동서대로 1393,1층(목동)",목동
16329,서구,(주)성경,대전광역시 서구 관저동 610-11,관저동
21959,대덕구,(주)성경식품,"대전광역시 대덕구 신탄진로 351,1층 성경식품(와동)",와동
6986,중구,(주)성민에너지,"대전광역시 중구 보문로 141, 2층 (대사동)",대사동
26143,서구,(주)성원테크,"대전광역시 서구 도산로403번길 40,1층(탄방동)",탄방동
28156,동구,(주)세대지업,대전광역시 동구 태전로 24 (중동),중동
15550,중구,(주)세이북스토어,"대전광역시 중구 계백로 1700,(문화동,백화점세이지하1층)",문화동
3559,유성구,(주)세인,"대전광역시 유성구 엑스포로123번길 46-15, 상가 505동 305호 (도룡동,스마트시티주상복합아파트)",도룡동
28900,서구,(주)세종렌트카,"대전광역시 서구 계룡로 528, 201호 (괴정동)",괴정동
28181,서구,(주)세종미용상사,"대전광역시 서구 도산로 396, 4층 (용문동)",용문동
16962,대덕구,(주)소망글로벌축산 농업회사법인 직영1호점,"대전광역시 대덕구 한밭대로1006번길 105, 102,201호 (오정동)",오정동
28103,중구,(주)소산원,"대전광역시 중구 중앙로112번길 38,(대흥동)",대흥동
32707,유성구,(주)스마트상사,대전광역시 유성구 복용북로 54 (복용동),복용동
7438,유성구,(주)스마트학생복,"대전광역시 유성구 노은로 151, 107호 (지족동,가나파로스빌II)",지족동
10714,중구,(주)승리,대전광역시 중구 동서대로 1182-4 (태평동),태평동
10258,서구,(주)시리우스엠투오,"대전광역시 서구 문예로 67, 5층 (둔산동)",둔산동
32037,중구,(주)시몬스 서대전점,"대전광역시 중구 계룡로 838, 101호 (오류동,이화빌딩)",오류동
7976,중구,(주)시몬스제일가구,"대전광역시 중구 계백로 1731, 3층 (오류동,제일가구프라자)",오류동
26058,동구,(주)시민엄선포크,대전광역시 동구 동구청로 14 (대성동),대성동
37612,유성구,(주)시작점,"대전광역시 유성구 어은로52번길 30, 1층 (어은동)",어은동
27153,유성구,(주)시티저널,"대전광역시 유성구 유성대로 773, 3층 301호 F실 36호 (장대동,금수빌딩)",장대동
12955,유성구,(주)신가네해장국,"대전광역시 유성구 유성대로 2, 지상1층 (원내동)",원내동
22691,유성구,(주)신선유통,"대전광역시 유성구 은구비서로 38,137,113 (112~115,137,134,135,114-1,115-1,133-1,132,133,133-1)(지족동)",지족동
22820,유성구,(주)신성전자엘지베스트샵노은점,"대전광역시 유성구 북유성대로 172, 1층 (죽동)",죽동
36228,동구,(주)씨앤비,대전광역시 동구 새울로 64 (용운동),용운동
8258,서구,(주)씨케이유통,"대전광역시 서구 계룡로 598, 지하3층 (괴정동,롯데백화점)",괴정동
7135,중구,(주)아모레퍼시픽아리따움대전은,"대전광역시 중구 중앙로 지하 145, 7,8,9호 8나열 (은행동)",은행동
39123,중구,(주)아이앤지대전점,"대전광역시 중구 대전천서로 447, 2층 204호 (은행동,더블유에스 홍명상가)",은행동
39464,서구,(주)아이엘씨이어학원,"대전광역시 서구 둔산로144, 7층 701호 (둔산동,남원프라자)",둔산동
39959,유성구,(주)아이진,"대전광역시 유성구 지족로294, 304호 (지족동,대풍빌딩)",지족동
33322,서구,(주)아이카진단,"대전광역시 서구 월드컵대로484번길 82-20, 2층 (월평동)",월평동
28681,서구,(주)아이콘스모바일,"대전광역시 서구 갈마로 63, 1층 (갈마동)",갈마동
28410,서구,(주)아화골프에스앤지,"대전광역시 서구 동서대로 1009-1, 1,2층 (내동)",내동
36839,중구,(주)안경매니져,"대전광역시 중구 계백로 1619, 8층 802-2호 (유천동,벽산프라자)",유천동
6611,중구,(주)안국에너지 용두동주유소,"대전광역시 중구 계룡로 787 (용두동,,3)",용두동
37262,서구,(주)안나여행사,"대전광역시 서구 배재로 206, 1층 (도마동)",도마동
36837,중구,(주)알리바바충청지사,"대전광역시 중구 중앙로 지하 145, 지하상가 C구역 나열 64호 ,65호 (은행동)",은행동
21856,동구,(주)알에쓰씨  (R.S.C),대전광역시 동구 가양동 434번지 지하54층,가양동
38243,유성구,(주)알엔에스,"대전광역시 유성구 유성대로 1662,507호(전민동,대전바이오벤처타운)",전민동
2874,서구,(주)앤아버교육서비스(대전지점),"대전광역시 서구 문정로 20, 3층 (탄방동,동아빌딩)",탄방동
7492,서구,(주)양금수도배관,대전광역시 서구 도산로 151 (도마동),도마동
35043,유성구,(주)어떤날하우스,대전광역시 유성구 대덕대로 610 (도룡동),도룡동
8406,서구,(주)에너비즈 둔산주유소,대전광역시 서구 유등로 667 (탄방동),탄방동
8414,서구,(주)에너비즈 명품주유소,대전광역시 서구 배재로 218 (도마동),도마동
8833,중구,(주)에너비즈삼성주유소,대전광역시 중구 계룡로 778 (오류동),오류동
26307,중구,(주)에듀윌 대전,"대전광역시 중구 계룡로 876, 1101호,1201호 (오류동)",오류동
39678,대덕구,(주)에듀하이진,"대전광역시 대덕구 신탄진로218번길57-29, 1층 (와동)",와동
37286,서구,(주)에띠마이스,"대전광역시 서구 구봉산북로280번길 15-13, 1층 (관저동)",관저동
30107,대덕구,(주)에스넷아이엔티,"대전광역시 대덕구 오정로 32,1층(오정동)",오정동
38689,동구,(주)에스알산업,"대전광역시 동구 우암로286, 101, 102호 (가양동)",가양동
14786,서구,(주)에스앤티,"대전광역시 서구 문예로 61, 1층 (둔산동,대림빌딩)",둔산동
19038,대덕구,(주)에스에이치에너지영풍주유소,대전광역시 대덕구 신탄진로 584 (상서동),상서동
6809,서구,(주)에스엔지,"대전광역시 서구 갈마로 186, 1층 (괴정동,렛루즈빌딩)",괴정동
35314,서구,(주)에이미에듀플러스,"대전광역시 서구 구봉로 139, 406호 (관저동)",관저동
22381,서구,(주)에이스에비뉴,"대전광역시 서구 계룡로 639 (탄방동,에이스침대대전사옥)",탄방동
28513,서구,(주)에이치알푸드  오발탄  만,"대전광역시 서구 만년로 82, ,2~3층 (만년동)",만년동
34717,동구,(주)에이치엔(HN)하나마트,"대전광역시 동구 대전로 417,(가오동)",가오동
