,index,순번,구,가맹점,주소,동,경도,위도
0,8,33920,동구,음주측정,대전광역시 동구 백룡로 19,자양동,127.449215927503,36.3357474657875
1,11,17663,동구,(ACE)에이스 전자저울,대전광역시 동구 동서대로1730번길 28,가양동,127.442301899399,36.3487943176213
2,13,19077,동구,(동진보석),대전광역시 동구 가양1동 318 홍명상가 C-33호,가양동,0,0
3,14,16900,동구,(본만쥬)김양경김밥.초봉김밥,대전광역시 동구 한남로 5 ,홍도동,127.427708898083,36.3512550150935
4,15,36941,동구,(사)대전광역시관광협회,대전광역시 동구 중앙로 187-1,중동,127.429990336623,36.3304821392913
5,20,39448,동구,(사)무주천마사업단,대전광역시 동구 중앙로지하 200,중동,127.431162001818,36.330664101385
6,22,39057,동구,(사)중앙시장활성화구역 상인회,대전광역시 동구 대전로779번길 8,원동,127.432864798719,36.3295733809623
7,24,22151,동구,(신)  중앙가방,대전광역시 동구 중앙로194번길 15 ,중동,127.431278905558,36.329848475541
8,35,10365,동구,(주)  다경물류,대전광역시 동구 대전로 408,가오동,127.455478691786,36.3033371725485
9,44,18986,동구,(주)  으뜸자동차,대전광역시 동구 대전로 261,대성동,36.3451828,127.419951
10,55,37939,동구,(주) 다산,대전광역시 동구 태전로 113-1 ,삼성동,127.423279514862,36.3386702067972
11,72,36021,동구,(주) 익선다다 볕,대전광역시 동구 수향2길 7 ,소제동,127.437032449152,36.3356637703585
12,87,36578,동구,(주)경주상사르노삼성자동차부품대리점,대전광역시 동구 계족로512번길 24 ,용전동,127.433830812472,36.3567380294239
13,107,14251,동구,(주)김설영패션,대전광역시 동구 흥룡로 60,가양동,127.450401038495,36.3500238148644
14,120,25586,동구,(주)다온프라자,대전광역시 동구 계족로 325,성남동,127.435315510689,36.3412721000773
15,143,38855,동구,(주)더큰더존푸드 대전보건대점,대전광역시 동구 충정로 21,가양동,127.455904248815,36.3505061602975
16,151,22554,동구,(주)두성프라즈마,대전광역시 동구 대전로1020번길 14 ,홍도동,127.419012490333,36.3466713647762
17,161,3994,동구,(주)디제이마루힐,대전광역시 동구 동서대로1725번길 44 ,용전동,127.439433186003,36.3524570847926
18,169,33746,동구,(주)리본라이팅 ,대전광역시 동구 대전로 944 ,삼성동,127.425274086017,36.3418608552162
19,170,21285,동구,(주)마당에모닥불하늘엔둥근달,대전광역시 동구 산내로 321-35 ,하소동,127.440844260968,36.2151049415157
20,176,33584,동구,(주)문화자동차운전전문학원,대전광역시 동구 용운로151번길 85 ,용운동,127.460175772613,36.3317397890922
21,182,37434,동구,(주)밝은노인요양원,대전광역시 동구 대전로 354-7,대성동,127.458635312741,36.2994986062346
22,184,26923,동구,(주)베니스,대전광역시 동구 대전로 696,인동,127.437698059801,36.322539848193
23,189,8428,동구,(주)본자리,대전광역시 동구 동서대로1683번길 84 ,용전동,127.435841454202,36.352817911755
24,215,28156,동구,(주)세대지업,대전광역시 동구 태전로 24 ,중동,127.430097044143,36.3326318714869
25,228,26058,동구,(주)시민엄선포크,대전광역시 동구 동구청로 14 ,대성동,127.459548755701,36.3000255332385
26,234,36228,동구,(주)씨앤비,대전광역시 동구 새울로 64 ,용운동,127.46256982679,36.3240921841174
27,247,21856,동구,(주)알에쓰씨  (R.S.C),대전광역시 동구 가양동 434번지 지하54층,가양동,127.443207250753,36.346238209684
28,259,38689,동구,(주)에스알산업,대전광역시 동구 우암로286,가양동,127.447403917814,36.3459645654336
29,266,34717,동구,(주)에이치엔(HN)하나마트,대전광역시 동구 대전로 417,가오동,127.454168263795,36.3037019987136
30,267,23212,동구,(주)에이프테크놀로지,대전광역시 동구 동서대로 1503,삼성동,127.420337981258,36.3403429868296
31,268,26469,동구,(주)에이플러스경호,대전광역시 동구 동대전로 89,대동,127.443412938116,36.3305060917571
32,280,31994,동구,(주)여이레,대전광역시 동구 중앙로 지하 218,중동,127.433005290993,36.3313335000024
33,285,32609,동구,(주)영진전자,대전광역시 동구 중앙로204번길 8 ,중동,127.431834887141,36.3304946841688
34,314,9842,동구,(주)은하스포츠,대전광역시 동구 옥천로 135,판암동,127.45533204398,36.317504705919
35,327,6715,동구,(주)인터바이오,대전광역시 동구 석천로 43-23,낭월동,127.466816701315,36.2761606810215
36,334,27420,동구,(주)전인기획,대전광역시 동구 우암로312번길 56,가양동,127.451390742792,36.3450835450797
37,339,26631,동구,(주)제이비수산,대전광역시 동구 동서대로 1585 ,홍도동,127.427565576273,36.3450713134237
38,362,7155,동구,(주)천연살균의학처,대전광역시 동구 산내로1287번길 59-17 ,낭월동,127.465825445861,36.2776902490396
39,370,8734,동구,(주)총각네휴대폰가게,대전광역시 동구 은어송로 55,가오동,127.4553612211,36.3061887708761
40,395,22375,동구,(주)코리아세븐용전점,대전광역시 동구 계족로 446 ,용전동,127.432614880347,36.3515072557053
41,410,19969,동구,(주)퍼머넌트,대전광역시 동구 충무로 207-5 ,인동,127.438749448779,36.3222824023613
42,415,31234,동구,(주)프로셀컴퍼니,대전광역시 동구 충정로 21,가양동,127.455904248815,36.3505061602975
43,416,35701,동구,(주)프로템,대전광역시 동구 물류로14번길 39,구도동,127.466814646527,36.2722448670215
44,425,14354,동구,(주)학하 삼성셀프주유소,대전광역시 동구 대전로 908 ,삼성동,127.427747396194,36.3397183165359
45,436,28658,동구,(주)해송그래픽스,대전광역시 동구 홍도로51번길 3,홍도동,127.427694580682,36.3500835409909
46,455,17791,동구,(합)금호관광,대전광역시 동구 대전로 818 ,정동,127.43232476027,36.3323777229924
47,456,23192,동구,(합)동대전위생공사,대전광역시 동구 대청호수로 25 ,비룡동,127.476359350266,36.3350508297803
48,469,25842,동구,1+한우정육식당,대전광역시 동구 대학로 59,용운동,127.456084497065,36.3351850726226
49,472,547,동구,1001 안경 콘택트,대전광역시 동구 은어송로 57 ,가오동,127.455580675257,36.306342306764
50,478,2247,동구,1004 마트,대전광역시 동구 충정로 133 ,자양동,127.449472021629,36.3429247163918
51,479,19317,동구,1004(천사)마트,대전광역시 동구 한남로7번길 96 ,홍도동,127.429278368312,36.3471359806836
52,488,24913,동구,10딸라 부대찌개떡갈비 동구본점,대전광역시 동구 용운로 117,용운동,127.455301991443,36.3281325753566
53,494,25209,동구,119포차,대전광역시 동구 태전로 132,삼성동,127.422104061295,36.3400345079786
54,499,1096,동구,1300 회전초밥,대전광역시 동구 동서대로1695번길 43,용전동,127.43672038989,36.351370393007
55,501,35111,동구,135 튀김집 한남대점,대전광역시 동구 홍도로43번길 11 ,홍도동,127.427835721254,36.349593608437
56,510,12700,동구,167-20 미장원,대전광역시 동구 계족로 461,용전동,127.432237527173,36.3529739284812
57,512,13010,동구,180도헤어,대전광역시 동구 동대전로 187-1,자양동,127.448197813486,36.3384944638063
58,516,11834,동구,1980방앗간,대전광역시 동구 계족로 273 ,소제동,127.438160648194,36.3370770978729
59,522,5665,동구,1989 역전 꼬마김밥 가오점,대전광역시 동구 은어송로52번길 13,가오동,127.456042316368,36.3055431834856
60,548,17567,동구,20세기,대전광역시 동구 중동 구지하상가가-67,중동,0,0
61,560,21364,동구,22헤어살롱(hair salon),대전광역시 동구 계족로443번길 62-2,용전동,127.428834256998,36.3516927368857
62,567,19733,동구,24시 전주명가 콩나물국밥(대전가오점),대전광역시 동구 동구청로 101,가오동,127.456169939554,36.3070582092672
63,573,24764,동구,24시셀프빨래방 세탁풍경,대전광역시 동구 우암로255번길 25,가양동,127.443671986828,36.3459019695738
64,577,22587,동구,24시전주콩나물향기국밥,대전광역시 동구 계족로 323 ,성남동,127.435429822238,36.3410164710158
65,578,15520,동구,24시종합중고매장,대전광역시 동구 동대전로 159-1 ,자양동,127.446915394775,36.3362278556212
66,588,24773,동구,25시카,대전광역시 동구 동구청로204번길 22 ,판암동,127.457628886786,36.315695833166
67,589,15030,동구,2900냥  식당,대전광역시 동구 대전로815번길 5 ,정동,127.431757660701,36.3322630706726
68,590,17640,동구,2대째 바느질,대전광역시 동구 중앙로200번길 85,원동,127.433634919595,36.3272971013934
69,607,33557,동구,365손세차전문점,대전광역시 동구 동대전로 260 ,가양동,127.446908841342,36.3445950121595
70,617,21179,동구,365할인마트,대전광역시 동구 새울로 103-1,용운동,127.461575500282,36.327576639362
71,618,19082,동구,365홈마트,대전광역시 동구 대동 64-6,대동,36.3332483,127.4481836
72,627,7178,동구,3메타,대전광역시 동구 우암로 49,삼성동,127.424210601565,36.3359186807512
73,658,8057,동구,59쌀  피자,대전광역시 동구 동서대로1668번길 28 ,성남동,127.434960358323,36.3471738303434
74,661,27112,동구,59쌀피자,대전광역시 동구 동부로 73,판암동,127.458472364496,36.3231066737681
75,668,1178,동구,5f Hair,대전광역시 동구 은어송로51번길 5,가오동,127.455023382367,36.3059724224437
76,675,40070,동구,60계치킨 (대전대동점),대전광역시 동구 용운로 3,대동,127.443796948287,36.329286637171
77,677,32910,동구,60계치킨 대전산내대성점,대전광역시 동구 산내로 1339,낭월동,127.46651643783,36.2828223130425
78,686,12673,동구,66-31번지 헤어살롱,대전광역시 동구 계족로 194-31 ,대동,127.44337603168,36.331068832703
79,687,2251,동구,666버거 가양점,대전광역시 동구 동대전로248번길 5,가양동,127.447574119995,36.3437628118158
80,699,727,동구,7번가 피자 가오점,대전광역시 동구 은어송로 73,가오동,127.456859475073,36.3072486087388
81,712,8906,동구,888중화요리,대전광역시 동구 우암로 139-4,삼성동,127.433463230654,36.3397297135337
82,715,34787,동구,88유통,대전광역시 동구 물류로14번길 45 ,구도동,127.465929236442,36.2724746069387
83,751,10205,동구,B2헤어샵,대전광역시 동구 계족로464번길 19 ,용전동,127.433823203254,36.3531582394751
84,762,8380,동구,bhc대전문창점,대전광역시 동구 대전로 627,효동,127.439665443709,36.3166372142388
85,771,13886,동구,BODA MOTORS,대전광역시 동구 산내로 1283 ,낭월동,127.468919167184,36.2782353596398
86,778,7235,동구,BYC가오점,대전광역시 동구 은어송로 75,가오동,127.457071442246,36.3073964930283
87,780,17870,동구,BYC왕자상회,대전광역시 동구 중앙로200번길 42-1,원동,127.432268764848,36.3289552583619
88,785,1527,동구,C.M.G,대전광역시 동구 대전로797번길 14 ,중동,127.43206673261,36.3305282712115
89,800,8251,동구,CN바이크,대전광역시 동구 대전로 437 ,가오동,127.452688388908,36.3052069935391
90,821,19887,동구,CU(씨유)가양중앙점,대전광역시 동구 흥룡로 43 ,가양동,127.448393164321,36.3495077846436
91,822,10270,동구,CU(씨유)가양평화점,대전광역시 동구 비래서로62번길 1 ,가양동,127.451340980783,36.3540639185181
92,823,9120,동구,CU(씨유)가양플라워점,대전광역시 동구 우암로 244,가양동,127.44355998626,36.3441849286584
93,824,17588,동구,CU(씨유)가오패션아일랜드점,대전광역시 동구 은어송로 72,가오동,127.457985837078,36.3069678174478
94,844,17922,동구,CU(씨유)대전가오점,대전광역시 동구 신기로 99 ,가오동,127.456865562853,36.3106397203464
95,845,22930,동구,CU(씨유)대전가오중앙점,대전광역시 동구 은어송로 56,가오동,127.455701281783,36.3058872924106
96,846,18102,동구,CU(씨유)대전가오현대점,대전광역시 동구 은어송로 117,가오동,127.461544099826,36.310710875626
97,866,16269,동구,CU(씨유)대전금나와라뚝딱점,대전광역시 동구 대전로340번길 15 1층 101호 ,대성동,127.459965738258,36.2987060443411
98,867,19834,동구,CU(씨유)대전낭월빌리지점,대전광역시 동구 산내로1257번길 35 ,낭월동,127.468021893555,36.2761710203272
99,868,19353,동구,CU(씨유)대전낭월스타점,대전광역시 동구 산내로 1354,낭월동,127.466244996513,36.2841009774194
100,874,7709,동구,CU(씨유)대전대서문점,대전광역시 동구 대학로50번길 6-4,용운동,127.456086701126,36.3340346245607
101,876,38551,동구,CU(씨유)대전대학생회관점,대전광역시 동구 대학로62,용운동,127.459001869396,36.336696167799
102,877,19218,동구,CU(씨유)대전대행복점,대전광역시 동구 새울로109번길 26-1 ,용운동,127.460397340278,36.3284716348697
103,897,17144,동구,CU(씨유)대전보건대학정문점,대전광역시 동구 충정로18번길 3 ,가양동,127.453349516287,36.3484257903063
104,906,17141,동구,CU(씨유)대전삼성사랑점,대전광역시 동구 태전로126번길 1,삼성동,127.422482913984,36.3397288424329
105,908,18580,동구,CU(씨유)대전삼성타운점,대전광역시 동구 우암로 125-15,삼성동,127.432422846874,36.3393838266497
106,923,23567,동구,CU(씨유)대전알콩달콩점,대전광역시 동구 계족로483번길 20-11,용전동,127.431404650064,36.3554576864752
107,931,10608,동구,CU(씨유)대전용운점,대전광역시 동구 백룡로 133,용운동,127.454371074518,36.3289063527267
108,932,38591,동구,CU(씨유)대전용전가현점,대전광역시 동구 동서대로1653번길 126,용전동,127.433879438352,36.3536956749368
109,934,17094,동구,CU(씨유)대전우송타운점,대전광역시 동구 동대전로183번길 51,자양동,127.448220609288,36.3400429562594
110,946,19785,동구,CU(씨유)대전은어송마을점,대전광역시 동구 대전로448번길 34,가오동,127.453813475527,36.3067261714176
111,947,16328,동구,CU(씨유)대전이스트시티2차점,대전광역시 동구 동대전로46번길 120,신흥동,127.440485148214,36.324141004605
112,948,17143,동구,CU(씨유)대전이스트시티점,대전광역시 동구 동대전로46번길 30,신흥동,127.437849845079,36.3271378175931
113,949,14993,동구,CU(씨유)대전인동현대점,대전광역시 동구 대전로 664,인동,127.43953046689,36.32024449437
114,950,19828,동구,CU(씨유)대전자양점,대전광역시 동구 백룡로22번길 38,자양동,127.44806591187,36.3341929303222
115,962,17126,동구,CU(씨유)대전터미널점,대전광역시 동구 동서대로1695번길 18,용전동,127.437698678825,36.3505225046906
116,965,16363,동구,CU(씨유)대전하늘채점,대전광역시 동구 동구청로 35,대성동,127.458270508282,36.3037469941274
117,966,17692,동구,CU(씨유)대전현암점,대전광역시 동구 현암로 35,삼성동,127.418830927445,36.3422436293383
118,967,17512,동구,CU(씨유)대전홍도타운점,대전광역시 동구 동산초교로23번길 15,홍도동,127.425752652845,36.3463479009306
119,1001,18160,동구,CU(씨유)우송대서문점,대전광역시 동구 동중앙로 75 ,가양동,127.444850291713,36.3388812287798
120,1002,20243,동구,CU(씨유)우송센터점,대전광역시 동구 백룡로11번길 60-4 ,자양동,127.449986497152,36.3383275135876
121,1029,17616,동구,CU(씨유)한남대빌리지점,대전광역시 동구 홍도로33번길 45,홍도동,127.427114962317,36.3490453895139
122,1059,2294,동구,e-box,대전광역시 동구 동서대로 1689,용전동,127.436693888994,36.350315576746
123,1085,35759,동구,GO FOOD,대전광역시 동구 옻밭2길 68,판암동,127.448428219159,36.3210517937381
124,1100,16585,동구,GS25  대전자양로점,대전광역시 동구 한밭대로 1290 ,용전동,127.438647802558,36.3534951474108
125,1105,16455,동구,GS25  용전파크점,대전광역시 동구 한밭대로 1316-15 ,용전동,127.440006387845,36.3519255365368
126,1111,32148,동구,GS25 가오은어송점,대전광역시 동구 은어송로 116,가오동,127.462046839208,36.3102783506981
127,1125,33496,동구,GS25 자양친절점,대전광역시 동구 백룡로57번길 145,자양동,127.450022647633,36.3394031092419
128,1134,21267,동구,GS25가양중앙점,대전광역시 동구 흥룡로 42 ,가양동,127.448473008001,36.3491720685023
129,1135,20199,동구,GS25가양큰별점,대전광역시 동구 가양로 134,가양동,127.441379513363,36.3480271349227
130,1136,12864,동구,GS25가양큰솔점,대전광역시 동구 우암로312번길 16,가양동,127.450279115811,36.3466491115683
131,1137,23562,동구,GS25가오중앙점,대전광역시 동구 은어송로52번길 5-4,가오동,127.455904596905,36.3056783448982
132,1164,22212,동구,GS25남대전IC점,대전광역시 동구 물류로13번길 74 ,구도동,127.469555286833,36.2728333351602
133,1165,17997,동구,GS25낭월제일점,대전광역시 동구 산내로 1375,낭월동,127.464159563121,36.2875867506146
134,1173,12393,동구,GS25뉴대전대정문점,대전광역시 동구 용운로147번길 93,용운동,127.461464165273,36.330944491084
135,1174,23381,동구,GS25뉴대전홍도점,대전광역시 동구 한남로7번길 29,홍도동,127.427940450038,36.3499212605745
136,1175,21457,동구,GS25뉴우송대서문점,대전광역시 동구 가양남로 32 ,가양동,127.444556218608,36.3387223645581
137,1183,19180,동구,GS25대전가오점,대전광역시 동구 은어송로51번길 5 ,가오동,127.455023382367,36.3059724224437
138,1188,22215,동구,GS25대전낭월점,대전광역시 동구 산내로1305번길 1 ,낭월동,127.468065662276,36.279867140232
139,1191,22235,동구,GS25대전대학사점,대전광역시 동구 대학로 62-60 ,용운동,127.457877830011,36.3375983194177
140,1201,16518,동구,GS25대전빅플러스점,대전광역시 동구 동서대로 1688,성남동,127.437440129328,36.3488529467883
141,1215,38400,동구,GS25대전인동점,대전광역시 동구 인동 72-11,인동,127.435848030171,36.3240296755257
142,1221,16533,동구,GS25대전터미널점,대전광역시 동구 동서대로1683번길 56-21 ,용전동,127.436420771111,36.351999875506
143,1223,22187,동구,GS25대전판암점,대전광역시 동구 동부로73번길 25 ,용운동,127.460273457102,36.3232954874185
144,1224,16489,동구,GS25대전포레스트점,대전광역시 동구 판암동 834 그린코아포레스트2단지아파트상가 401동 101호,판암동,127.461636844211,36.3207000684555
145,1225,23525,동구,GS25대전폴리텍점,대전광역시 동구 흥룡로 75 ,가양동,127.451525663653,36.3509523743399
146,1265,25,동구,GS25복합터미널1호점,대전광역시 동구 동서대로 1689,용전동,127.436693888994,36.350315576746
147,1266,22885,동구,GS25복합터미널2호점,대전광역시 동구 동서대로 1689,용전동,127.436693888994,36.350315576746
148,1275,15931,동구,GS25성남스마트점,대전광역시 동구 성남로 15,성남동,127.433915250632,36.3430441250739
149,1290,22983,동구,GS25용운샛별점,대전광역시 동구 대학로50번길 24,용운동,127.457103155921,36.3336917193981
150,1291,16512,동구,GS25용전대로점,대전광역시 동구 계족로463번길 2,용전동,127.432257788925,36.3532333028412
151,1292,16301,동구,GS25용전로망스점,대전광역시 동구 한밭대로1316번길 19,용전동,127.440162602975,36.3510789402118
152,1293,16113,동구,GS25용전민트점,대전광역시 동구 계족로438번길 41,용전동,127.434786141996,36.3507623057861
153,1294,16562,동구,GS25용전중앙점,대전광역시 동구 한밭대로1283번길 11,용전동,127.438935787232,36.3546453376715
154,1295,23140,동구,GS25용전타운점,대전광역시 동구 계족로475번길 38-3,용전동,127.430302861476,36.3545580535245
155,1296,22203,동구,GS25우송대스타점,대전광역시 동구 백룡로6번길 55,자양동,127.446605276028,36.3338814539899
156,1297,22205,동구,GS25우송사랑점,대전광역시 동구 동대전로131번길 8-3 ,자양동,127.445232110273,36.3342791291951
157,1298,22192,동구,GS25우송아트점,대전광역시 동구 동대전로 171-29 ,자양동,127.446721332356,36.3363195998049
158,1299,19186,동구,GS25우송자양점,대전광역시 동구 백룡로 27-1 ,자양동,127.450114449229,36.335321524298
159,1319,22218,동구,GS25자양동아점,대전광역시 동구 성동로 67-4 ,자양동,127.450895599886,36.3415493893225
160,1320,22242,동구,GS25자양사랑점,대전광역시 동구 백룡로5번길 38,자양동,127.448905051023,36.3376677754541
161,1336,18075,동구,GS25판암IC점,대전광역시 동구 옥천로 188,판암동,127.461141063425,36.3175427264133
162,1338,16317,동구,GS25한남대센트럴점,대전광역시 동구 홍도로33번길 74-11,홍도동,127.426113042324,36.3506444941501
163,1340,40079,동구,GS25한남대한숲,대전광역시 동구 홍도로46번길 63,용전동,127.429062386889,36.3526621208959
164,1348,22211,동구,GS25효동스타점,대전광역시 동구 계족로 33,효동,127.441916976402,36.3180451128872
165,1353,7426,동구,Gyuul Nim(귤님),대전광역시 동구 대전로470번길 78,가오동,127.453670684673,36.3096195873704
166,1358,5920,동구,H STYLE 헤어살롱 가오점,대전광역시 동구 은어송로 72,가오동,127.457985837078,36.3069678174478
167,1361,12619,동구,HairSY,대전광역시 동구 계족로 184-10,대동,127.442892476846,36.3304066392023
168,1371,27159,동구,ILU언어심리발달센터,대전광역시 동구 동서대로1572번길 157,성남동,127.433588145699,36.3417279756105
169,1380,14210,동구,JK스포츠,대전광역시 동구 대전로 866 ,삼성동,127.430583734087,36.3365927687018
170,1392,13778,동구,K2 DVD 영화관,대전광역시 동구 동대전로 126-2,대동,127.445667519189,36.3334228318014
171,1395,14505,동구,K2NET  대전홍도지사,대전광역시 동구 홍도동 848-11,홍도동,127.419418703575,36.3457470471537
172,1396,17583,동구,K2노래연습장,대전광역시 동구 새울로109번길 27 ,용운동,127.460344397848,36.3282753825297
173,1404,27681,동구,KS특수방수,대전광역시 동구 동서대로 1616 ,성남동,127.430565097469,36.3458949409167
174,1409,17968,동구,K팝코인노래연습장,대전광역시 동구 동대전로 164,자양동,127.447573849457,36.3364541097165
175,1413,4645,동구,LA헤어샵,대전광역시 동구 계족로382번길 27,성남동,127.434481242991,36.3464940156282
176,1427,30963,동구,LJ헤어,대전광역시 동구 용운로 149,용운동,127.459014059008,36.3282367918781
177,1451,26004,동구,M스크린골프,대전광역시 동구 동구청로 101,가오동,127.456169939554,36.3070582092672
178,1453,33313,동구,nail.쓰담,대전광역시 동구 은어송로77번길 45 ,가오동,127.455877433475,36.3091793479277
179,1454,15882,동구,NEW  우주상사,대전광역시 동구 중동 317 역전지하상가 나열 70호,중동,127.430517139303,36.3304212158619
180,1457,34123,동구,NKsys,대전광역시 동구 대전천동로 638-1 ,삼성동,127.423760047141,36.3359783148337
181,1475,1536,동구,PAT 대전점,대전광역시 동구 중앙로 194-1 ,중동,127.430796127897,36.3303392849894
182,1484,29188,동구,PC전화방,대전광역시 동구 동서대로1695번길 76 ,용전동,127.436960919947,36.3525877191086
183,1509,38834,동구,SHB뷰티앤헬스,대전광역시 동구 대전로815번길131,삼성동,127.427960764927,36.3368992173608
184,1524,9771,동구,sol,대전광역시 동구 우암로 128,삼성동,127.43234827127,36.3384262376109
185,1528,26055,동구,SS디자인,대전광역시 동구 선화로 211,삼성동,127.428703958024,36.3346905661637
186,1531,32138,동구,STCO 동대전상설점 ,대전광역시 동구 한밭대로 1268,용전동,127.437052783995,36.3547916512214
187,1540,37201,동구,S라인코디,대전광역시 동구 계족로489번길 22-2 ,용전동,127.431657282797,36.3556308806249
188,1544,38047,동구,t world 트롤대리점우송대점,대전광역시 동구 동대전로 134 ,자양동,127.445978312141,36.333997433344
189,1546,6373,동구,TGIF 롯데 대전점,대전광역시 동구 동서대로 1669,용전동,127.435076192131,36.3489721509227
190,1551,19683,동구,The 샵 정성스토리,대전광역시 동구 새울로86번길 2,용운동,127.461820680372,36.3258870692824
191,1560,33839,동구,TOP태권도유소년스포츠클럽,대전광역시 동구 대전로 643-1,효동,127.439151862059,36.3178858817864
192,1599,34201,동구,가구톡세상 대전점,대전광역시 동구 물류로 4,구도동,127.468825691439,36.2727470704111
193,1600,17274,동구,가까운 에너지,대전광역시 동구 대동천우안5길 180 ,성남동,127.435964868578,36.3391250274921
194,1617,3175,동구,가나전기조명,대전광역시 동구 대전로 701-2 ,인동,127.436972912454,36.3229083792646
195,1618,9761,동구,가나카센타,대전광역시 동구 대동 400-9,대동,36.3293449,127.4465662
196,1624,10399,동구,가드 원,대전광역시 동구 동산초교로22번길 17,홍도동,127.427852033982,36.3469147210844
197,1638,13808,동구,가람네일,대전광역시 동구 계족로489번길 3 ,용전동,127.432454182118,36.3554053194418
198,1639,15365,동구,가람노래연습실,대전광역시 동구 대전로813번길 4 ,정동,127.431740572996,36.3320728941502
199,1646,27805,동구,가람열쇠,대전광역시 동구 태전로 197 ,삼성동,127.416870267739,36.3441147451195
200,1650,27369,동구,가래울가든,대전광역시 동구 대청호수로585번길 14,추동,127.474451092788,36.3758669527407
201,1664,13915,동구,가마니상회,대전광역시 동구 충무로 185,인동,127.436652059271,36.3217881267744
202,1680,7259,동구,가마치가오점,대전광역시 동구 은어송로 57,가오동,127.455580675257,36.306342306764
203,1692,24899,동구,가마치통닭 용운점,대전광역시 동구 용운로 62,용운동,127.44948572384,36.3266007818761
204,1693,9368,동구,가마치통닭낭월점,대전광역시 동구 산내로1305번길 6,낭월동,127.467901400886,36.2801877929355
205,1698,21745,동구,가마치통닭성남점,대전광역시 동구 동서대로1668번길 33,성남동,127.4352341295,36.3469051849829
206,1703,11781,동구,가미,대전광역시 동구 옥천로176번길 28 ,판암동,127.459405223128,36.3158131118671
207,1705,4328,동구,가방 공판장,대전광역시 동구 중앙로204번길 14 ,중동,127.432008479168,36.3302450618542
208,1738,12702,동구,가야숯불치킨,대전광역시 동구 판암로 19 ,판암동,127.462345939268,36.3178631268515
209,1742,12574,동구,가야숯불치킨 (가양점),대전광역시 동구 우암로 248 ,가양동,127.443735864491,36.3442807013152
210,1745,15985,동구,가야숯불치킨(가오점),대전광역시 동구 대전로 515,천동,127.44809290018,36.3107966562414
211,1746,634,동구,가양 숯불구이,대전광역시 동구 용운로 1 ,대동,127.443661959614,36.3292858766702
212,1747,36830,동구,가양간호학원,대전광역시 동구 충정로 6,가양동,127.451780388023,36.3486672994888
213,1748,30806,동구,가양골순대국,대전광역시 동구 가양로 133,가양동,127.440900749522,36.3481515519992
214,1749,18262,동구,가양김밥,대전광역시 동구 동서대로1748번길 124 ,가양동,127.448840658587,36.3493511930566
215,1750,19390,동구,가양도매마트,대전광역시 동구 가양로 124 ,가양동,127.441354905781,36.3472396904533
216,1751,13119,동구,가양동물병원,대전광역시 동구 흥룡로 4 ,가양동,127.445156192001,36.3472440645722
217,1752,33573,동구,가양돼지,대전광역시 동구 동대전로284번길 117,가양동,127.450326640584,36.349562875093
218,1753,18566,동구,가양산부인과의원,대전광역시 동구 우암로 273 ,가양동,127.445989387547,36.3457867345105
219,1754,8118,동구,가양생필품,대전광역시 동구 가양로 104,가양동,127.442305448416,36.3456992246655
220,1755,15349,동구,가양신발,대전광역시 동구 흥룡로 4,가양동,127.445156192001,36.3472440645722
221,1757,23490,동구,가양임광하이츠교실,대전광역시 동구 동서대로1778번길 78,가양동,127.448655655898,36.3525027474986
222,1758,6600,동구,가양자동차관리 배터리 샵,대전광역시 동구 대성길 62,가양동,127.440621173853,36.3388649942602
223,1759,33880,동구,가양자전거,대전광역시 동구 우암로291번길 2,가양동,127.447871107156,36.3466048112435
224,1760,13576,동구,가양점카맨샵,대전광역시 동구 우암로 316 ,가양동,127.450430026927,36.347436348334
225,1761,22265,동구,가양주유소,대전광역시 동구 우암로 365 ,가양동,127.452462907589,36.3514532153556
226,1762,33345,동구,가양직매장,대전광역시 동구 가양로 133-14 ,가양동,127.440434328431,36.348074419327
227,1763,2451,동구,가양축산,대전광역시 동구 동대전로284번길 37,가양동,127.447156900062,36.3471246691603
228,1764,8047,동구,가양탑치과의원,대전광역시 동구 동대전로 272,가양동,127.446253754841,36.3454393365111
229,1765,12906,동구,가양탑학원,대전광역시 동구 비래서로42번길 13,가양동,127.448893450103,36.3534240239739
230,1766,31399,동구,가양특수렉카,대전광역시 동구 동대전로248번길 79,가양동,127.451054093982,36.3453906744337
231,1767,11793,동구,가양할인마트,대전광역시 동구 가양로80번길 23,가양동,127.443088510626,36.342543296989
232,1772,1944,동구,가오 독서실,대전광역시 동구 은어송로52번길 5-4,가오동,127.455904596905,36.3056783448982
233,1773,5918,동구,가오 종로상회,대전광역시 동구 대전로 446,가오동,127.45263976764,36.3058293517662
234,1774,30089,동구,가오검도관,대전광역시 동구 대전로 674-2,인동,127.438673526332,36.3205982003231
235,1775,31424,동구,가오당구클럽 ,대전광역시 동구 은어송로51번길 7,가오동,127.454860933214,36.3061442646415
236,1776,18608,동구,가오문구,대전광역시 동구 신기로 123-27,가오동,127.457867613182,36.3113133924448
237,1777,30360,동구,가오복싱클럽,대전광역시 동구 은어송로 48,가오동,127.455135623721,36.3055335715683
238,1778,35616,동구,가오부동산경매학원,대전광역시 동구 은어송로51번길 7,가오동,127.454860933214,36.3061442646415
239,1779,17078,동구,가오분식,대전광역시 동구 신기로 123-39,가오동,127.457481338503,36.3110448782871
240,1780,29428,동구,가오불고기,대전광역시 동구 은어송로51번길 38-4 ,가오동,127.454115537662,36.3072627578993
